"","Team1","Team2","Team1Score","Team2Score","TeamID_L","Season","TeamID_W","WinTest","LWins","LLosses","LMean_Score","LMean_FGM","LMean_FGA","LMean_FGM3","LMean_FGA3","LMean_FTM","LMean_FTA","LMean_WOR","LMean_WDR","LMean_Ast","LMean_TO","LMean_Stl","LMean_Blk","LMean_PF","WWins","WLosses","WMean_Score","WMean_FGM","WMean_FGA","WMean_FGM3","WMean_FGA3","WMean_FTM","WMean_FTA","WMean_WOR","WMean_WDR","WMean_Ast","WMean_TO","WMean_Stl","WMean_Blk","WMean_PF","WinTest"
"119",1326,1148,78,57,1148,2007,1326,1,22,11,69.3030303030303,23.3636363636364,53.6060606060606,7.63636363636364,20.0606060606061,14.9393939393939,20.5454545454545,11.969696969697,22.969696969697,12.6060606060606,14.2121212121212,6.06060606060606,3.39393939393939,16.1212121212121,31,3,73.9705882352941,26.4411764705882,55.9705882352941,7.44117647058824,20.3823529411765,13.6470588235294,19.5882352941176,11.2941176470588,24.5294117647059,15.7352941176471,11.6764705882353,6.91176470588235,5.91176470588235,13.5,1
"793",1396,1234,70,72,1397,2006,1455,0,21,11,77.5,27.28125,61.03125,8.125,21.40625,14.8125,20.59375,12.15625,26.375,15.78125,10.53125,6.84375,4.78125,16.28125,21,12,68.3939393939394,24.6666666666667,61.0606060606061,7.81818181818182,23,11.2424242424242,16.3636363636364,11.030303030303,25.4848484848485,13.4545454545455,9.09090909090909,5.27272727272727,3.15151515151515,16.1212121212121,0
"124",1231,1151,99,74,1151,2016,1231,1,27,5,74.78125,25.09375,55.6875,7.46875,20.6875,17.125,23.375,10.9375,24.5,13.96875,12.1875,7.34375,4.75,17.4375,26,9,81.1428571428571,28.7714285714286,57.7428571428571,9.74285714285714,23.2857142857143,13.8571428571429,19.0857142857143,11.7142857142857,25.2285714285714,15.6285714285714,14.1714285714286,6.97142857142857,3.94285714285714,18.6857142857143,1
"953",1443,1211,81,83,1443,2012,1246,0,27,5,79.625,28.71875,58.78125,7.65625,18.90625,14.53125,20.25,10.75,27.78125,15.125,11.75,7.40625,5.3125,16.28125,24,8,71.9375,25.28125,56.5625,7.71875,21.125,13.65625,19.4375,12.78125,24.03125,13.4375,13.25,5.65625,3.25,17.3125,0
"1018",1458,1323,56,61,1458,2017,1196,0,21,11,75.71875,27.15625,57.625,7.34375,19.90625,14.0625,19.125,10.90625,25.15625,13.46875,9.71875,5.59375,3.90625,15.5,42,24,69.3636363636364,23.6363636363636,54.6666666666667,6.57575757575758,18.4848484848485,15.5151515151515,21.8181818181818,11.4545454545455,23.2727272727273,11.7575757575758,11,5.96969696969697,3.15151515151515,16.969696969697,0
"816",1401,1261,57,58,1401,2007,1272,0,22,8,74.7666666666667,27.7,58.2666666666667,4.33333333333333,12.8333333333333,15.0333333333333,21.5,13.9,26.3333333333333,15.7333333333333,15.5666666666667,8.46666666666667,6.26666666666667,15.6666666666667,21,8,69.2068965517241,23.551724137931,52.3448275862069,6.55172413793103,18.2758620689655,15.551724137931,23.0344827586207,10.3793103448276,21.3103448275862,16.7586206896552,13.4137931034483,8.6551724137931,2.96551724137931,21.5862068965517,0
"5",1433,1103,88,42,1103,2013,1433,1,25,6,71.9354838709677,25.7741935483871,56.9354838709677,6.93548387096774,20.8709677419355,13.4516129032258,20.9354838709677,13.0322580645161,24.7741935483871,15,13.741935483871,7.12903225806452,5.58064516129032,18,27,8,77.4857142857143,27.9428571428571,62.2,8.02857142857143,22.5428571428571,13.5714285714286,19.3714285714286,13.8571428571429,20.9142857142857,14.8285714285714,11.8285714285714,11.7428571428571,3.17142857142857,20,1
"373",1455,1247,72,58,1247,2013,1455,1,21,9,72.4333333333333,25.7333333333333,57.4,7.6,20.5,13.3666666666667,18.1,10.1,21.6,14.3666666666667,11.7,8.06666666666667,3.56666666666667,15.3,26,8,69.4411764705882,24.5882352941176,55.5,6.58823529411765,19.5588235294118,13.6764705882353,19.8823529411765,13.1470588235294,25.2941176470588,13.7941176470588,12.7941176470588,7.47058823529412,4.47058823529412,17.7058823529412,1
"326",1326,1235,78,75,1235,2013,1326,1,22,11,79.6363636363636,27.5757575757576,60.6060606060606,9.84848484848485,26.6060606060606,14.6363636363636,20.030303030303,12.2727272727273,26.4545454545455,15.969696969697,13.2727272727273,6.51515151515152,2.90909090909091,16.969696969697,26,7,69.3030303030303,25.0909090909091,55.2727272727273,6.03030303030303,17.1818181818182,13.0909090909091,18.8787878787879,10.6666666666667,24.8181818181818,13.3333333333333,10.6060606060606,6.78787878787879,4.3030303030303,15.5454545454545,1
"254",1301,1207,66,63,1207,2012,1301,1,23,8,69,24.4193548387097,53.3225806451613,5.58064516129032,16.2903225806452,14.5806451612903,20.8709677419355,11.5483870967742,25,13.6129032258065,12.5161290322581,6.35483870967742,4.7741935483871,17.8064516129032,22,12,73.3823529411765,26.6764705882353,57.6470588235294,5.35294117647059,15.0588235294118,14.6764705882353,20.7352941176471,12.1470588235294,25.0294117647059,15.9705882352941,12.8235294117647,6.91176470588235,4.05882352941176,17.0294117647059,1
"871",1423,1181,85,93,1423,2017,1438,0,23,10,81.4545454545455,27.4242424242424,59.7575757575758,9.27272727272727,23.969696969697,17.3333333333333,24,12.2424242424242,24.0909090909091,13.4848484848485,9.87878787878788,6.39393939393939,4.18181818181818,16.6363636363636,23,7,78.0666666666667,27.8333333333333,61.1666666666667,6.96666666666667,20.4333333333333,15.4333333333333,21.9333333333333,11.8333333333333,25.4,13.2333333333333,11.4333333333333,6.9,4.16666666666667,23.8666666666667,0
"848",1417,1403,66,78,1417,2006,1196,0,20,10,77.5333333333333,28.2333333333333,59.6666666666667,4.56666666666667,11.3666666666667,16.5,21.6,11.3666666666667,23.5,16.8333333333333,12.8666666666667,7.76666666666667,3.96666666666667,17.0333333333333,20,10,74.4666666666667,25.9333333333333,56.6666666666667,6.43333333333333,18.2333333333333,16.1666666666667,22.4,11.9,25.4,14.4333333333333,16.2333333333333,6,2.63333333333333,18.3,0
"644",1334,1242,63,78,1334,2005,1449,0,20,8,74.8571428571429,26.9285714285714,58.1428571428571,5.75,17.1785714285714,15.25,21.5714285714286,12.0714285714286,26.5,17.25,14.4285714285714,6.89285714285714,4.92857142857143,20.4642857142857,23,7,69.1666666666667,23.2,49.5,5.9,16.6,16.8666666666667,22.8666666666667,9.26666666666667,24.2666666666667,14.3,14.1,5.83333333333333,3.2,16.9,0
"824",1403,1386,65,70,1403,2005,1452,0,27,1,77.7857142857143,27.1785714285714,56.7857142857143,9.75,23.9642857142857,13.6785714285714,19.4642857142857,9.67857142857143,23.25,16.5357142857143,11.7142857142857,9.14285714285714,3.57142857142857,17.0357142857143,23,10,73.1515151515152,27.1515151515152,58.3939393939394,3.57575757575758,10.5757575757576,15.2727272727273,20.7272727272727,11.2121212121212,22.7272727272727,14.6060606060606,12.3636363636364,8.36363636363636,3.57575757575758,16.7575757575758,0
"795",1397,1326,84,85,1397,2008,1257,0,31,3,73.9705882352941,26.4411764705882,55.9705882352941,7.44117647058824,20.3823529411765,13.6470588235294,19.5882352941176,11.2941176470588,24.5294117647059,15.7352941176471,11.6764705882353,6.91176470588235,5.91176470588235,13.5,22,10,79.65625,27.6875,62.5,8.9375,25.375,15.34375,23.46875,13.59375,21.96875,15.46875,14.59375,9.8125,3.21875,19.8125,0
"619",1329,1393,56,68,1329,2004,1210,0,24,5,80.1034482758621,29.2413793103448,62.2068965517241,5.24137931034483,15.8620689655172,16.3793103448276,23.6206896551724,14.3103448275862,26.8965517241379,14.9655172413793,13.6206896551724,8.31034482758621,7.27586206896552,16.5862068965517,20,9,68.7241379310345,24.6551724137931,55.4137931034483,4.86206896551724,12.9655172413793,14.551724137931,22.3448275862069,12.3793103448276,24.0689655172414,12.2413793103448,14.6551724137931,8.79310344827586,5.58620689655172,20.1379310344828,0
"242",1210,1203,80,68,1203,2005,1210,1,22,7,77.2413793103448,27.7241379310345,58.1034482758621,5.37931034482759,14.8620689655172,16.4137931034483,23.3448275862069,13.0344827586207,23.6551724137931,16.0344827586207,14.9655172413793,9.79310344827586,4.27586206896552,17.3793103448276,19,11,74.5666666666667,26.7,58.9333333333333,5.9,17.9333333333333,15.2666666666667,22.2333333333333,12.7666666666667,26.7,14.9666666666667,15.3,8.26666666666667,5.3,20.1333333333333,1
"853",1417,1196,65,73,1417,2013,1278,0,26,7,71.5454545454545,25.9393939393939,56.1818181818182,6.21212121212121,17.4545454545455,13.4545454545455,20.1818181818182,13.0909090909091,24.4242424242424,13.7272727272727,12.4242424242424,5.87878787878788,3.54545454545455,14.4242424242424,22,10,69.96875,24.53125,53.75,5.1875,15.8125,15.71875,23,11.8125,25.40625,14.625,14.84375,5.4375,5.78125,17.5,0
"273",1393,1211,87,65,1211,2010,1393,1,25,6,77.5161290322581,27,54.741935483871,5.54838709677419,15.1935483870968,17.9677419354839,26.9677419354839,10.5806451612903,27.3548387096774,13.5161290322581,13.0645161290323,6.45161290322581,4.09677419354839,18.0967741935484,29,4,80.7878787878788,29.8787878787879,58.2424242424242,6.66666666666667,17.3939393939394,14.3636363636364,21.3636363636364,12.0606060606061,26,19.3636363636364,15,9.93939393939394,6.48484848484848,14.5757575757576,1
"120",1403,1150,76,73,1150,2004,1403,1,21,8,79.3448275862069,27.1379310344828,60.2413793103448,7.79310344827586,22.6896551724138,17.2758620689655,26.7931034482759,14.7586206896552,26.1724137931034,16.2068965517241,15.3103448275862,8.72413793103448,2.96551724137931,18.8965517241379,23,10,73.1515151515152,27.1515151515152,58.3939393939394,3.57575757575758,10.5757575757576,15.2727272727273,20.7272727272727,11.2121212121212,22.7272727272727,14.6060606060606,12.3636363636364,8.36363636363636,3.57575757575758,16.7575757575758,1
"154",1206,1163,86,84,1163,2006,1206,1,27,3,81.3333333333333,29.0666666666667,62.1,5.3,14.8,17.9,25.5,16.3,28.6666666666667,15.9333333333333,14.2,6.63333333333333,9.33333333333333,15.4,23,7,69.4,25.7333333333333,53.2,5.93333333333333,16.8666666666667,12,17.9666666666667,10.1,24.8,15.1666666666667,13.2,7.3,3.53333333333333,15.4,1
"211",1329,1186,75,56,1186,2004,1329,1,16,12,70.25,24.75,51.8928571428571,6.17857142857143,16.4285714285714,14.5714285714286,20.7142857142857,9.14285714285714,21.1785714285714,15.7142857142857,15.2142857142857,6.35714285714286,1.5,20.3214285714286,26,3,78.2068965517241,28.8965517241379,56.3448275862069,4.82758620689655,12.7586206896552,15.5862068965517,22.4137931034483,11.3793103448276,24.1724137931034,16.0689655172414,13.448275862069,7.86206896551724,3.58620689655172,19.4137931034483,1
"982",1452,1246,63,71,1452,2012,1211,0,25,8,76.4242424242424,26.7878787878788,58.1818181818182,7.36363636363636,18.5454545454545,15.4848484848485,21.5757575757576,12.0909090909091,26,12.6969696969697,10.6666666666667,5.48484848484848,6.27272727272727,16.0909090909091,20,11,69.5483870967742,23.6774193548387,55.4193548387097,6.25806451612903,18.6774193548387,15.9354838709677,22.5806451612903,14.3870967741935,23.0322580645161,15.0645161290323,12.0967741935484,4.61290322580645,4.29032258064516,17.8709677419355,0
"345",1390,1242,60,57,1242,2014,1390,1,24,9,79.6060606060606,27.3939393939394,55.3333333333333,5.57575757575758,16.1515151515152,19.2424242424242,27.0606060606061,11.7878787878788,26.3333333333333,15.1212121212121,13.1818181818182,5.84848484848485,5.66666666666667,21.0909090909091,21,12,73.5151515151515,25.2727272727273,54.4242424242424,5.90909090909091,15.9393939393939,17.0606060606061,24.2727272727273,9.66666666666667,25.1818181818182,11.7878787878788,11.2424242424242,5.09090909090909,4.24242424242424,18.0606060606061,1
"889",1428,1130,51,58,1428,2005,1246,0,25,9,69.3235294117647,24.4117647058824,53.5,3.79411764705882,11.9705882352941,16.7058823529412,24.6470588235294,12.8823529411765,24.0588235294118,16.1764705882353,13.3823529411765,6.97058823529412,3,15.9117647058824,52,16,65.5,23.3529411764706,49.5882352941176,6.08823529411765,15.2352941176471,12.7058823529412,17.4411764705882,10.8235294117647,24.1470588235294,12.8529411764706,14.3529411764706,4.47058823529412,3.47058823529412,17.6764705882353,0
"393",1277,1257,64,52,1257,2009,1277,1,28,5,73.9393939393939,26.7878787878788,59.4242424242424,8.06060606060606,22.3636363636364,12.3030303030303,19.1212121212121,12.5757575757576,25.4242424242424,16.5757575757576,13.6666666666667,9.27272727272727,6.18181818181818,17.1515151515152,26,6,71.90625,25.375,55.78125,5.15625,14.625,16,23.3125,13.96875,24.9375,15.90625,14.03125,6.40625,2.84375,19.03125,1
"540",1305,1260,68,69,1307,2005,1437,0,27,5,71.6875,26,51.34375,7.34375,18.34375,12.34375,17.03125,6.15625,25.71875,15.4375,12.375,6.65625,2.375,14,27,7,83.0882352941177,28.3235294117647,60.4705882352941,9.70588235294118,24.4117647058824,16.7352941176471,22.4117647058824,9.47058823529412,26.5588235294118,16.4411764705882,9.94117647058824,6.26470588235294,4.08823529411765,17.2647058823529,0
"555",1310,1328,67,84,1310,2007,1242,0,25,7,75.25,27.40625,56.96875,6.8125,17.5625,13.625,19.90625,12.75,22.375,15.84375,13.90625,8.875,4.09375,18.09375,20,9,85.1724137931034,27.8965517241379,63.6896551724138,9.10344827586207,25,20.2758620689655,26.7586206896552,15.8620689655172,24.9655172413793,15.8965517241379,12.7931034482759,6.86206896551724,3.31034482758621,19,0
"909",1433,1372,75,77,1433,2015,1326,0,31,2,76.1818181818182,26.4545454545455,56.7272727272727,7.03030303030303,19.8787878787879,16.2424242424242,22.8484848484848,12.9090909090909,20.4848484848485,16.6969696969697,11.030303030303,7.09090909090909,3.27272727272727,21,26,8,74.9705882352941,26.2352941176471,62.6764705882353,7.41176470588235,21.2647058823529,15.0882352941176,22.3823529411765,14.1470588235294,23.7352941176471,13.1176470588235,12.2647058823529,11.1764705882353,4.26470588235294,19.5588235294118,0
"228",1257,1196,72,68,1196,2012,1257,1,23,10,76.2727272727273,26.4242424242424,57.3636363636364,9.93939393939394,25.4848484848485,13.4848484848485,18.9393939393939,11.4545454545455,23.6969696969697,15,10.9090909090909,6.48484848484848,3.27272727272727,15.8484848484848,27,9,68.8611111111111,24.1666666666667,57,5.86111111111111,18.8611111111111,14.6666666666667,21.3611111111111,13.3055555555556,24.9722222222222,13.6944444444444,14.8055555555556,9.05555555555556,4.83333333333333,17.8333333333333,1
"727",1371,1116,71,77,1371,2018,1242,0,25,9,79.7941176470588,27.7352941176471,60.1764705882353,6.52941176470588,17.9411764705882,17.7941176470588,23.3529411764706,11.3235294117647,24.9411764705882,14.0882352941176,11.7352941176471,7.52941176470588,4.73529411764706,20.5882352941176,21,11,73.3125,26.4375,58.71875,6.125,18.125,14.3125,22.25,13.0625,26.5,12.3125,13.5625,6.9375,2.46875,18.59375,0
"667",1340,1462,59,77,1343,2004,1400,0,25,7,72.375,24.34375,52.5625,6.875,17.21875,16.8125,24.90625,12.0625,27.40625,13.46875,15,5.375,5.125,18.625,22,9,73.7096774193548,26.1290322580645,57.7741935483871,9.67741935483871,25.5806451612903,11.7741935483871,17.1612903225806,11.8064516129032,21.8064516129032,15.1612903225806,13.6129032258065,7.54838709677419,2.87096774193548,16.6774193548387,0
"387",1347,1254,71,61,1254,2018,1347,1,17,16,76.6969696969697,26.5757575757576,58.3636363636364,7.90909090909091,22.6969696969697,15.6363636363636,22.4545454545455,10.5151515151515,27.030303030303,12.3333333333333,14.1212121212121,5.57575757575758,3.15151515151515,19.6363636363636,21,12,67.1212121212121,23.2121212121212,54.7878787878788,7.66666666666667,21.9090909090909,13.030303030303,17.8484848484848,10.8181818181818,23,12,11.969696969697,6.3030303030303,2.96969696969697,16.8484848484848,1
"788",1396,1113,57,66,1396,2010,1165,0,24,9,69.5454545454545,23.7878787878788,49.3939393939394,8.09090909090909,22.0909090909091,13.8787878787879,18.7575757575758,8.42424242424242,22.9090909090909,15.6060606060606,11.5151515151515,5.90909090909091,2.09090909090909,15.9090909090909,22,11,68.969696969697,25.0606060606061,56.2727272727273,7.63636363636364,20.7878787878788,11.2121212121212,16.0606060606061,11.1212121212121,25.8181818181818,15.5757575757576,12.6363636363636,5.57575757575758,4.15151515151515,17.1212121212121,0
"635",1332,1428,58,60,1332,2007,1196,0,23,7,66.7333333333333,23.1666666666667,50.7333333333333,7.16666666666667,18.7666666666667,13.2333333333333,18.8,10.1333333333333,23.2,13.2,12.7,4.66666666666667,3.76666666666667,20.1,23,9,82.21875,28.59375,62,9,23,16.03125,20.65625,11.375,24.5,17.46875,15.21875,8.03125,2.78125,20.9375,0
"764",1388,1272,52,54,1388,2017,1112,0,30,4,75.8529411764706,27.5588235294118,57.5882352941176,6.17647058823529,16.2941176470588,14.5588235294118,21.8529411764706,12.2647058823529,25.5294117647059,17.2058823529412,14.6176470588235,8.97058823529412,6.29411764705882,18.0882352941176,26,6,74.875,26.0625,55.25,7.84375,21.03125,14.90625,20.40625,11.9375,24.875,14.5,11.9375,6.03125,2.96875,17.53125,0
"820",1401,1345,61,63,1401,2011,1199,0,27,5,71.09375,24.8125,55.65625,5.375,16.84375,16.09375,22.15625,10.40625,22.90625,14.03125,10.875,6.90625,4.46875,18.6875,22,9,71.2258064516129,23.6129032258065,53.7096774193548,6.2258064516129,18.5483870967742,17.7741935483871,26.8064516129032,11.9032258064516,24.4516129032258,12,12.3225806451613,6.64516129032258,3.35483870967742,18.4838709677419,0
"652",1335,1242,60,76,1336,2011,1396,0,27,7,81.5,30.1176470588235,60.5294117647059,10.1470588235294,25.2058823529412,11.1176470588235,15.8823529411765,9.55882352941176,25.6470588235294,17,11.6764705882353,6.61764705882353,4.17647058823529,15.2941176470588,24,8,76.625,27.25,58.90625,8.71875,24.65625,13.40625,20,8.6875,28.5,15.25,11.84375,5.9375,2.78125,17.28125,0
"996",1455,1274,57,65,1455,2017,1246,0,25,7,75.625,26.15625,54.875,6.84375,18.71875,16.46875,21.9375,9.6875,25.0625,12.8125,10.65625,6.0625,3.625,16.5625,24,8,72.59375,24.9375,57.84375,7.1875,22.15625,15.53125,21.90625,11.6875,25.75,14.1875,9.8125,7.25,3.5625,20.09375,0
"292",1332,1221,91,52,1221,2016,1332,1,14,19,65.3333333333333,22.3333333333333,54.0909090909091,7.15151515151515,21.8484848484848,13.5151515151515,19.5151515151515,8.15151515151515,21.969696969697,13.9090909090909,10.969696969697,6.45454545454545,2.51515151515152,16.8181818181818,27,7,78.2647058823529,27.2058823529412,58.9411764705882,7.02941176470588,20.0588235294118,16.8235294117647,23.6176470588235,11.8235294117647,24.0294117647059,13.5294117647059,11.4705882352941,7.47058823529412,5.70588235294118,18.0882352941176,1
"1009",1458,1424,68,74,1458,2008,1172,0,28,6,74.6470588235294,26.4411764705882,59.2647058823529,7.55882352941176,21,14.2058823529412,20.0294117647059,12.2058823529412,22.6176470588235,14.7647058823529,11.4411764705882,8.11764705882353,5.55882352941176,17.9411764705882,31,5,70.1666666666667,24.1944444444444,52.5277777777778,5.80555555555556,16.3333333333333,15.9722222222222,23.5,11.4166666666667,23.8055555555556,13.5,11.25,5.69444444444444,3.19444444444444,14.9722222222222,0
"477",1247,1279,76,74,1279,2013,1247,1,26,8,77.8823529411765,27.2058823529412,62.0588235294118,6.79411764705882,20.6176470588235,16.6764705882353,24.3823529411765,13.0882352941176,25.6470588235294,12.5882352941176,11.3529411764706,8.41176470588235,5.14705882352941,16.9411764705882,21,9,72.4333333333333,25.7333333333333,57.4,7.6,20.5,13.3666666666667,18.1,10.1,21.6,14.3666666666667,11.7,8.06666666666667,3.56666666666667,15.3,1
