"","LTeamID","Season","WTeamID","DayNum","WScore","LScore","WLoc","NumOT","WFGM","WFGA","WFGM3","WFGA3","WFTM","WFTA","WOR","WDR","WAst","WTO","WStl","WBlk","WPF","LFGM","LFGA","LFGM3","LFGA3","LFTM","LFTA","LOR","LDR","LAst","LTO","LStl","LBlk","LPF","WConfAbbrev","WTeamName","WFirstD1Season","WLastD1Season","WWins","WLosses","WMean_Score","WMean_FGM","WMean_FGA","WMean_FGM3","WMean_FGA3","WMean_FTM","WMean_FTA","WMean_WOR","WMean_WDR","WMean_Ast","WMean_TO","WMean_Stl","WMean_Blk","WMean_PF","LConfAbbrev","LTeamName","LFirstD1Season","LLastD1Season","LWins","LLosses","LMean_Score","LMean_FGM","LMean_FGA","LMean_FGM3","LMean_FGA3","LMean_FTM","LMean_FTA","LMean_WOR","LMean_WDR","LMean_Ast","LMean_TO","LMean_Stl","LMean_Blk","LMean_PF"
"11",1104,2018,1437,138,81,58,"N",0,25,63,17,41,14,16,13,22,18,10,6,5,21,20,48,4,16,14,23,9,24,13,15,7,3,13,"big_east","Villanova",1985,2019,30,4,87.0588235294118,31.0294117647059,61.5294117647059,11.4117647058824,28.6764705882353,13.5882352941176,17.6176470588235,9.38235294117647,26.2058823529412,16.6764705882353,10.3529411764706,6.67647058823529,3.97058823529412,15.8529411764706,"sec","Alabama",1985,2019,19,16,72.1714285714286,25.2857142857143,55.4,6.37142857142857,19.7142857142857,15.2285714285714,22.6285714285714,10.2,26.0857142857143,12.6571428571429,14.0571428571429,6.4,5.37142857142857,19.0571428571429
"12",1105,2005,1324,134,79,69,"N",0,29,57,7,15,14,20,14,29,14,17,2,2,14,23,59,10,28,13,18,10,19,16,14,6,3,17,"mid_cont","Oakland",2000,2019,11,18,70.3448275862069,25.0689655172414,56.1034482758621,6.27586206896552,18.7586206896552,13.9310344827586,21.0344827586207,11.8620689655172,20.6551724137931,14.7241379310345,12.0344827586207,6.96551724137931,2.48275862068966,17.6551724137931,"swac","Alabama A&M",2000,2019,16,13,69.0689655172414,23.6551724137931,59,6.10344827586207,20.2413793103448,15.6551724137931,25.5172413793103,12.9310344827586,24.3103448275862,13.1379310344828,15.2413793103448,10.6206896551724,3.86206896551724,19.3448275862069
"13",1106,2004,1181,136,96,61,"N",0,32,66,9,26,23,31,17,29,19,14,14,4,19,22,57,7,20,10,17,9,22,7,21,7,1,20,"acc","Duke",1985,2019,28,5,79.7272727272727,27.5151515151515,58.3030303030303,7.15151515151515,19.3636363636364,17.5454545454545,24,13.5454545454545,22.6666666666667,14.1515151515152,14.1818181818182,9.54545454545454,6.84848484848485,18.5151515151515,"swac","Alabama St",1985,2019,16,14,61.4333333333333,20.5666666666667,48.7333333333333,5.53333333333333,16.5666666666667,14.7666666666667,22.4666666666667,11.7,22.7666666666667,10.2666666666667,17.2,7.06666666666667,3.13333333333333,18.7
"14",1106,2009,1287,134,58,43,"N",0,18,50,4,15,18,24,16,34,13,21,6,2,14,18,58,2,15,5,11,9,18,4,13,7,6,18,"ovc","Morehead St",1985,2019,18,16,69.9117647058823,23.8823529411765,54.5588235294118,4.94117647058824,15.3235294117647,17.2058823529412,23.9117647058824,13.4705882352941,25.0588235294118,12.3823529411765,15.4117647058824,6.55882352941176,3.85294117647059,19.5,"swac","Alabama St",1985,2019,20,9,69.4827586206897,25.551724137931,54.9310344827586,5.68965517241379,17.3103448275862,12.6896551724138,20.0344827586207,11.4137931034483,24.7241379310345,14,13.7586206896552,5.75862068965517,4.75862068965517,17.6206896551724
"15",1106,2011,1427,135,70,61,"N",0,23,54,4,16,20,30,10,30,14,13,4,0,14,22,62,7,26,10,12,11,28,13,12,6,3,22,"southland","UT San Antonio",1985,2019,16,13,70.4827586206897,23.4827586206897,54.7241379310345,7.13793103448276,19.6551724137931,16.3793103448276,22.7586206896552,10.3448275862069,24.0689655172414,12.5862068965517,13.4827586206897,6.79310344827586,2.37931034482759,19.7586206896552,"swac","Alabama St",1985,2019,15,17,61.5625,20.90625,52.5625,4.8125,16.46875,14.9375,24.53125,13.3125,22.28125,11.625,15.71875,7.3125,4.5625,22.3125
"16",1107,2006,1163,137,72,59,"N",0,27,46,8,16,10,13,7,21,17,16,6,5,9,24,52,4,15,7,8,8,14,12,12,11,1,14,"big_east","Connecticut",1985,2019,27,3,81.3333333333333,29.0666666666667,62.1,5.3,14.8,17.9,25.5,16.3,28.6666666666667,15.9333333333333,14.2,6.63333333333333,9.33333333333333,15.4,"aec","Albany NY",2000,2019,21,10,68.8709677419355,23.1935483870968,51.8709677419355,7.06451612903226,18.5161290322581,15.4193548387097,21.741935483871,11,22.9677419354839,12.6129032258065,14.1612903225806,6.38709677419355,2.58064516129032,19.0967741935484
"17",1107,2007,1438,137,84,57,"N",0,30,56,9,17,15,18,15,26,16,8,3,5,14,22,58,8,26,5,7,12,13,16,9,2,4,19,"acc","Virginia",1985,2019,19,10,77.448275862069,25.5172413793103,58.5862068965517,8.13793103448276,22.2068965517241,18.2758620689655,24.7931034482759,13.4827586206897,25.5172413793103,13,13.7241379310345,4.6551724137931,3.06896551724138,20.1034482758621,"aec","Albany NY",2000,2019,23,9,68.25,24.25,53.25,6.84375,18.15625,12.90625,17.875,11,22.96875,13.125,13.375,5.90625,2.4375,19.21875
"18",1107,2013,1181,137,73,61,"N",0,27,46,4,11,15,21,5,23,17,11,9,3,18,19,52,9,15,14,16,10,16,14,13,7,2,19,"acc","Duke",1985,2019,27,5,78.28125,27.34375,57.40625,7.75,19.09375,15.84375,21.65625,9.65625,24.15625,14.6875,10.71875,6.53125,3.78125,17.71875,"aec","Albany NY",2000,2019,26,10,65.0833333333333,22.0555555555556,50.1944444444444,6.36111111111111,17.0555555555556,14.6111111111111,19.9444444444444,10,23.75,11.5277777777778,13.3055555555556,5.44444444444444,1.91666666666667,16
"19",1107,2014,1196,136,67,55,"N",0,25,49,3,12,14,18,5,25,11,10,7,5,14,20,51,4,13,11,14,6,21,10,10,4,2,15,"sec","Florida",1985,2019,32,2,70.7352941176471,24.3823529411765,52.7647058823529,6.85294117647059,18.6176470588235,15.1176470588235,22.8823529411765,11.6764705882353,24,13.3529411764706,11.3235294117647,7.20588235294118,2.85294117647059,16.2058823529412,"aec","Albany NY",2000,2019,18,14,66.03125,22.4375,51.09375,4.90625,13.46875,16.25,21.71875,10.34375,24.21875,11.0625,12.625,5.53125,3.0625,17.25
"20",1107,2015,1328,137,69,60,"N",0,25,57,7,24,12,16,14,26,10,9,5,6,14,23,61,8,25,6,10,14,20,15,7,6,1,16,"big_twelve","Oklahoma",1985,2019,22,10,71.9375,25.5625,58.5625,6.75,19.65625,14.0625,19.125,10.96875,27.125,12.5,12.125,6.90625,5.03125,16.40625,"aec","Albany NY",2000,2019,24,8,65.5,22.0625,50.15625,6.15625,17.09375,15.21875,20,10,23.625,10.4375,11.6875,5.65625,1.625,16.5
"21",1110,2008,1397,137,72,57,"N",0,22,45,6,19,22,31,6,21,13,14,12,3,16,21,58,9,25,6,12,18,21,9,22,5,3,26,"sec","Tennessee",1985,2019,29,4,81.3333333333333,28.7272727272727,63.4242424242424,8.90909090909091,24.6363636363636,14.969696969697,23.1515151515152,14.6363636363636,23.4545454545455,17.5151515151515,12.969696969697,9.27272727272727,3.36363636363636,20.5151515151515,"patriot","American Univ",1985,2019,21,11,65.09375,21.15625,47.78125,7.84375,19.15625,14.9375,20.09375,9.46875,22.5625,11.90625,13.625,4.59375,2.625,17.53125
"22",1110,2009,1437,136,80,67,"N",0,24,50,6,18,26,29,10,28,15,16,8,8,12,27,62,10,31,3,5,7,17,16,12,8,1,24,"big_east","Villanova",1985,2019,26,7,76.5454545454545,25.969696969697,56.8787878787879,6.60606060606061,17.969696969697,18,24.2727272727273,12.2121212121212,25.2121212121212,14.8484848484848,13.3636363636364,7.96969696969697,3.21212121212121,18.969696969697,"patriot","American Univ",1985,2019,24,7,64.4516129032258,23.3548387096774,50.0645161290323,7.09677419354839,18.8387096774194,10.6451612903226,16.4193548387097,9.51612903225806,23.4516129032258,13.0645161290323,13.2258064516129,5.41935483870968,2.51612903225806,17.9354838709677
"23",1110,2014,1458,136,75,35,"N",0,26,52,10,23,13,14,6,25,13,7,9,1,15,11,37,4,15,9,15,4,20,8,17,5,0,16,"big_ten","Wisconsin",1985,2019,26,7,73.5454545454545,24.2121212121212,52.8787878787879,7.75757575757576,20.7878787878788,17.3636363636364,23.3333333333333,8.78787878787879,24.3939393939394,12.1212121212121,8.06060606060606,5,3.51515151515152,14.9393939393939,"patriot","American Univ",1985,2019,20,12,63.9375,23.03125,46.5625,6.34375,16.59375,11.53125,16.25,7.125,22.9375,15.125,13.96875,6.03125,3.4375,17.21875
"24",1112,2003,1242,145,78,75,"N",0,29,67,8,26,12,18,15,22,16,15,13,5,20,23,55,10,22,19,23,11,26,16,19,8,2,17,"big_twelve","Kansas",1985,2019,23,7,81.3333333333333,30.2333333333333,62.3,4.8,14.1333333333333,16.0666666666667,24.1333333333333,14.3,26.9,16.7333333333333,14.9,10.1333333333333,4.9,16.7,"pac_ten","Arizona",1985,2019,25,3,85.2142857142857,30.3214285714286,65.7142857142857,7.03571428571429,20.0714285714286,17.5357142857143,25,15.1785714285714,27.6428571428571,17.6428571428571,14.7857142857143,8.46428571428571,4.21428571428571,17.75
"25",1112,2004,1371,136,80,76,"N",0,27,58,8,22,18,24,12,21,12,10,6,0,19,28,53,5,11,15,19,7,22,12,14,4,3,15,"big_east","Seton Hall",1985,2019,20,9,72.2413793103448,26.0689655172414,57.0689655172414,6,16.8275862068966,14.1034482758621,19.7241379310345,12.1724137931034,25.2413793103448,13.1034482758621,13.1034482758621,6.72413793103448,3.06896551724138,18,"pac_ten","Arizona",1985,2019,20,9,87.5172413793103,31.5172413793103,65,7.37931034482759,19.2068965517241,17.1034482758621,21.7586206896552,13.8965517241379,25.6896551724138,18.8965517241379,14.9655172413793,6.96551724137931,4.55172413793103,16.0689655172414
"26",1112,2005,1228,145,90,89,"N",1,32,71,16,35,10,15,14,18,21,13,12,2,18,32,61,7,18,18,21,12,25,21,17,11,8,10,"big_ten","Illinois",1985,2019,32,1,77.4242424242424,28.1515151515152,57.6060606060606,8.6969696969697,21.7878787878788,12.4242424242424,17.1515151515152,10.969696969697,23.3939393939394,18.5757575757576,11.1212121212121,7.63636363636364,3.42424242424242,15.5151515151515,"pac_ten","Arizona",1985,2019,29,6,79.8285714285714,29.2857142857143,61.9428571428571,6.85714285714286,17.0857142857143,14.4,18.6,13.6285714285714,23.3428571428571,16.5142857142857,14.8285714285714,8.2,3.57142857142857,16.2857142857143
"27",1112,2006,1437,139,82,78,"N",0,28,52,9,19,17,20,12,19,13,13,6,4,19,28,65,5,17,17,20,20,14,15,10,7,2,19,"big_east","Villanova",1985,2019,25,4,75.4137931034483,25.0344827586207,58.7931034482759,9.10344827586207,23.551724137931,16.2413793103448,21.6206896551724,13.4827586206897,22.7586206896552,12.6206896551724,11.2758620689655,7.58620689655172,5.03448275862069,18.3793103448276,"pac_ten","Arizona",1985,2019,19,12,72.9354838709677,27.2903225806452,61.7096774193548,4.25806451612903,13.4838709677419,14.0967741935484,20.1290322580645,13.6129032258065,20.9032258064516,14.7741935483871,13.4838709677419,9.87096774193548,3.7741935483871,16.4838709677419
"28",1112,2007,1345,137,72,63,"N",0,24,63,5,17,19,29,19,20,10,8,12,1,18,21,51,4,15,17,18,9,23,16,17,6,6,23,"big_ten","Purdue",1985,2019,22,12,69.4705882352941,24.5882352941176,53.7058823529412,6.35294117647059,17.9705882352941,13.9411764705882,20.2352941176471,11.2058823529412,21.4411764705882,13.6470588235294,14.1176470588235,7.94117647058824,2.79411764705882,19.5882352941176,"pac_ten","Arizona",1985,2019,20,10,78.4666666666667,27.5,57.3,5.6,16.3333333333333,17.8666666666667,23.9666666666667,12.3666666666667,25.1666666666667,16.2,13.7333333333333,6,3.23333333333333,13.4
"29",1112,2008,1452,136,75,65,"N",0,28,55,11,19,8,9,6,21,16,9,6,3,17,21,46,6,15,17,21,6,21,12,12,3,3,14,"big_east","West Virginia",1985,2019,23,10,74.6969696969697,26.3939393939394,58.1515151515151,7.27272727272727,20.3333333333333,14.6363636363636,21.5454545454545,11.969696969697,23.7575757575758,15.4545454545455,10.9393939393939,7.18181818181818,5.12121212121212,19.1515151515152,"pac_ten","Arizona",1985,2019,21,14,72.4,25.0285714285714,52.1428571428571,6.6,16.6,15.7428571428571,20.8857142857143,8.34285714285714,23.1714285714286,15.5428571428571,12.1714285714286,5.77142857142857,3.51428571428571,16.2857142857143
"30",1112,2009,1257,144,103,64,"N",0,38,66,14,29,13,14,11,25,29,9,10,3,15,24,63,7,24,9,13,15,17,15,14,5,1,13,"big_east","Louisville",1985,2019,28,5,73.9393939393939,26.7878787878788,59.4242424242424,8.06060606060606,22.3636363636364,12.3030303030303,19.1212121212121,12.5757575757576,25.4242424242424,16.5757575757576,13.6666666666667,9.27272727272727,6.18181818181818,17.1515151515152,"pac_ten","Arizona",1985,2019,20,13,72.5454545454545,25.7878787878788,54.3636363636364,6.36363636363636,15.969696969697,14.6060606060606,19.8787878787879,11.2121212121212,22.8787878787879,14.6363636363636,12.3939393939394,5.93939393939394,3.12121212121212,15.4848484848485
"31",1112,2011,1163,145,65,63,"N",0,23,56,5,17,14,18,11,20,10,5,5,6,15,24,61,4,21,11,16,19,23,14,9,3,1,12,"big_east","Connecticut",1985,2019,26,9,73.4,26,60.0571428571429,5.82857142857143,17.5714285714286,15.5714285714286,20.6285714285714,14.4285714285714,25.1428571428571,13.1142857142857,11.7428571428571,6.62857142857143,5.62857142857143,16.0285714285714,"pac_ten","Arizona",1985,2019,27,7,76.5294117647059,25.4117647058824,54,7.94117647058824,19.8823529411765,17.7647058823529,23.7941176470588,10.4117647058824,24.1764705882353,14.0882352941176,12.8529411764706,5.02941176470588,2.64705882352941,18.6176470588235
"32",1112,2013,1326,143,73,70,"N",0,22,52,7,13,22,26,11,21,9,8,4,3,18,23,52,6,18,18,20,9,21,7,11,6,2,20,"big_ten","Ohio St",1985,2019,26,7,69.3030303030303,25.0909090909091,55.2727272727273,6.03030303030303,17.1818181818182,13.0909090909091,18.8787878787879,10.6666666666667,24.8181818181818,13.3333333333333,10.6060606060606,6.78787878787879,4.3030303030303,15.5454545454545,"pac_twelve","Arizona",1985,2019,26,8,73.4411764705882,25,55.9411764705882,7.61764705882353,21.1764705882353,15.8235294117647,21.2647058823529,11.5,24.7941176470588,13.8235294117647,13.0294117647059,7,3.94117647058824,16.3529411764706
"33",1112,2014,1458,145,64,63,"N",1,24,61,6,17,10,12,13,25,11,8,3,0,15,23,59,5,12,12,17,13,26,8,7,2,5,17,"big_ten","Wisconsin",1985,2019,26,7,73.5454545454545,24.2121212121212,52.8787878787879,7.75757575757576,20.7878787878788,17.3636363636364,23.3333333333333,8.78787878787879,24.3939393939394,12.1212121212121,8.06060606060606,5,3.51515151515152,14.9393939393939,"pac_twelve","Arizona",1985,2019,30,4,73.0588235294118,26.2352941176471,56,5.29411764705882,14.8529411764706,15.2941176470588,23.3529411764706,12.5882352941176,26.2941176470588,15.0882352941176,10.4411764705882,5.88235294117647,4.23529411764706,16.4411764705882
"34",1112,2015,1458,145,85,78,"N",0,25,45,12,18,23,31,4,17,11,9,5,1,21,24,43,2,6,28,30,3,19,8,10,5,1,22,"big_ten","Wisconsin",1985,2019,31,3,71.8823529411765,25.2941176470588,52.7352941176471,6.97058823529412,19.5,14.3235294117647,18.7647058823529,9.47058823529412,24.2058823529412,12.7058823529412,7.41176470588235,4.52941176470588,3.5,12.0294117647059,"pac_twelve","Arizona",1985,2019,31,3,76.4411764705882,26.7058823529412,54.5588235294118,5.05882352941176,14.0588235294118,17.9705882352941,25.7058823529412,10.8235294117647,26.4117647058824,14.2058823529412,11.2058823529412,7.17647058823529,3.58823529411765,17.9117647058824
"35",1112,2016,1455,136,65,55,"N",0,24,59,3,20,14,19,9,21,9,6,9,5,21,20,48,6,18,9,15,10,29,7,19,2,3,23,"mvc","Wichita St",1985,2019,24,8,72.59375,24.9375,57.84375,7.1875,22.15625,15.53125,21.90625,11.6875,25.75,14.1875,9.8125,7.25,3.5625,20.09375,"pac_twelve","Arizona",1985,2019,26,8,81.2352941176471,27.9705882352941,57.9411764705882,6.41176470588235,16.7647058823529,18.8823529411765,26.0882352941176,11.5294117647059,28.6470588235294,14.5588235294118,12.9705882352941,4.91176470588235,4.82352941176471,18.1764705882353
"36",1112,2017,1462,143,73,71,"N",0,28,53,6,16,11,16,7,20,14,8,3,1,14,27,62,7,27,10,11,14,21,14,8,4,1,18,"big_east","Xavier",1985,2019,21,13,74.6176470588235,25.7647058823529,56.7352941176471,7.02941176470588,20.6764705882353,16.0588235294118,23.3529411764706,12.2058823529412,25.3823529411765,14.8529411764706,12.7941176470588,6.14705882352941,2.67647058823529,18.7647058823529,"pac_twelve","Arizona",1985,2019,30,4,76.2647058823529,26.2058823529412,55.0882352941176,6.73529411764706,16.9411764705882,17.1176470588235,22.5882352941176,10.2941176470588,26.4705882352941,13.7941176470588,11.4411764705882,5.5,3.23529411764706,16.9705882352941
"37",1112,2018,1138,136,89,68,"N",0,34,62,15,30,6,7,8,24,13,10,4,2,15,29,64,2,18,8,11,12,19,13,9,4,3,11,"mac","Buffalo",1992,2019,25,8,84.6969696969697,30.6969696969697,64.7878787878788,9.63636363636364,25.9090909090909,13.6666666666667,19.6363636363636,12.030303030303,26.8181818181818,16.7575757575758,12.3939393939394,6.21212121212121,4.33333333333333,21.1515151515152,"pac_twelve","Arizona",1985,2019,27,7,80.8823529411765,28.8235294117647,57.0294117647059,6.91176470588235,18.3529411764706,16.3235294117647,21.4705882352941,10.0294117647059,26.6176470588235,15.2352941176471,12.2941176470588,4.97058823529412,4.55882352941176,17.5
"38",1113,2003,1242,138,108,76,"N",0,40,59,5,9,23,34,12,28,21,13,6,6,20,28,69,4,15,16,23,17,14,11,11,7,5,21,"big_twelve","Kansas",1985,2019,23,7,81.3333333333333,30.2333333333333,62.3,4.8,14.1333333333333,16.0666666666667,24.1333333333333,14.3,26.9,16.7333333333333,14.9,10.1333333333333,4.9,16.7,"pac_ten","Arizona St",1985,2019,18,11,75.9655172413793,27.2068965517241,56.8965517241379,4,12.5862068965517,17.551724137931,26.2068965517241,13.6896551724138,23.3103448275862,15.551724137931,14,5.20689655172414,4.24137931034483,19.4137931034483
"39",1113,2009,1393,139,78,67,"N",0,26,47,9,20,17,21,4,29,18,10,4,0,15,20,49,13,35,14,22,7,17,17,10,2,2,17,"big_east","Syracuse",1985,2019,25,9,80.9705882352941,29.3235294117647,60.1470588235294,6.85294117647059,19.3823529411765,15.4705882352941,24.1764705882353,12.7352941176471,26.8235294117647,18.1764705882353,15.1764705882353,7.64705882352941,5.08823529411765,15.6764705882353,"pac_ten","Arizona St",1985,2019,24,9,69.5454545454545,23.7878787878788,49.3939393939394,8.09090909090909,22.0909090909091,13.8787878787879,18.7575757575758,8.42424242424242,22.9090909090909,15.6060606060606,11.5151515151515,5.90909090909091,2.09090909090909,15.9090909090909
"40",1113,2014,1400,136,87,85,"N",0,31,58,5,12,20,27,10,20,17,9,6,5,24,27,56,8,15,23,33,11,21,17,10,2,1,18,"big_twelve","Texas",1985,2019,23,10,74.1212121212121,25.7878787878788,59.8484848484849,5.12121212121212,15.7878787878788,17.4242424242424,26.2424242424242,15.0606060606061,26.6969696969697,12.7575757575758,12.3636363636364,5.75757575757576,6,19.0606060606061,"pac_twelve","Arizona St",1985,2019,21,11,75.03125,25.28125,56.125,8.125,21.03125,16.34375,23.5625,8.4375,27.1875,14.1875,11.46875,5.15625,5.65625,19.28125
"41",1113,2018,1393,135,60,56,"N",0,20,49,7,20,13,23,10,27,10,11,5,2,16,21,52,11,32,3,10,8,26,19,11,5,3,19,"acc","Syracuse",1985,2019,20,13,67.5454545454545,22.7575757575758,54.4242424242424,5.84848484848485,18.1818181818182,16.1818181818182,21.8484848484848,12.0909090909091,25.3333333333333,10.969696969697,12.5757575757576,7.24242424242424,5.57575757575758,16.3030303030303,"pac_twelve","Arizona St",1985,2019,20,11,83.5161290322581,27.9677419354839,60.258064516129,8.93548387096774,24.5483870967742,18.6451612903226,25.258064516129,9.90322580645161,25.3225806451613,14.1612903225806,10.7096774193548,6.58064516129032,3.58064516129032,18.9354838709677
